Solution Path:
State: [[1, 8, 7], [6, 9, 2], [4, 3, 5]] Level: 0 F-value:(8, 8)
State: [[1, 8, 7], [6, 2, 9], [4, 3, 5]] Level: 1 F-value:(9, 8)
State: [[1, 8, 7], [6, 2, 5], [4, 3, 9]] Level: 2 F-value:(9, 7)
State: [[1, 2, 7], [6, 8, 5], [4, 3, 9]] Level: 3 F-value:(9, 6)
State: [[1, 2, 7], [6, 3, 5], [4, 8, 9]] Level: 4 F-value:(9, 5)
State: [[1, 2, 7], [6, 5, 3], [4, 8, 9]] Level: 5 F-value:(9, 4)
State: [[1, 2, 3], [6, 5, 7], [4, 8, 9]] Level: 6 F-value:(9, 3)
State: [[1, 2, 3], [5, 6, 7], [4, 8, 9]] Level: 7 F-value:(11, 4)
State: [[1, 2, 3], [5, 7, 6], [4, 8, 9]] Level: 8 F-value:(11, 3)
State: [[1, 2, 3], [7, 5, 6], [4, 8, 9]] Level: 9 F-value:(11, 2)
State: [[1, 2, 3], [4, 5, 6], [7, 8, 9]] Level: 10 F-value:(10, 0)
Time taken: 8.965998888015747
