Solution Path:
State: [[2, 7, 3], [1, 6, 5], [4, 8, 9]] Level: 0 F-value:(10, 10)
State: [[1, 7, 3], [2, 6, 5], [4, 8, 9]] Level: 1 F-value:(10, 9)
State: [[1, 3, 7], [2, 6, 5], [4, 8, 9]] Level: 2 F-value:(10, 8)
State: [[1, 3, 5], [2, 6, 7], [4, 8, 9]] Level: 3 F-value:(8, 5)
State: [[1, 3, 5], [6, 2, 7], [4, 8, 9]] Level: 4 F-value:(10, 6)
State: [[1, 3, 5], [4, 2, 7], [6, 8, 9]] Level: 5 F-value:(10, 5)
State: [[1, 2, 5], [4, 3, 7], [6, 8, 9]] Level: 6 F-value:(10, 4)
State: [[1, 2, 5], [4, 7, 3], [6, 8, 9]] Level: 7 F-value:(12, 5)
State: [[1, 2, 3], [4, 7, 5], [6, 8, 9]] Level: 8 F-value:(10, 2)
State: [[1, 2, 3], [4, 7, 5], [8, 6, 9]] Level: 9 F-value:(12, 3)
State: [[1, 2, 3], [4, 6, 5], [8, 7, 9]] Level: 10 F-value:(12, 2)
State: [[1, 2, 3], [4, 5, 6], [8, 7, 9]] Level: 11 F-value:(12, 1)
State: [[1, 2, 3], [4, 5, 6], [7, 8, 9]] Level: 12 F-value:(12, 0)
Time taken: 0.8869795799255371
