Solution Path:
State: [[5, 2, 9], [3, 1, 7], [4, 6, 8]] Level: 0 F-value:(14, 14)
State: [[5, 1, 9], [3, 2, 7], [4, 6, 8]] Level: 1 F-value:(14, 13)
State: [[1, 5, 9], [3, 2, 7], [4, 6, 8]] Level: 2 F-value:(14, 12)
State: [[1, 2, 9], [3, 5, 7], [4, 6, 8]] Level: 3 F-value:(12, 9)
State: [[1, 2, 9], [3, 7, 5], [4, 6, 8]] Level: 4 F-value:(14, 10)
State: [[1, 2, 5], [3, 7, 9], [4, 6, 8]] Level: 5 F-value:(12, 7)
State: [[1, 2, 5], [3, 7, 9], [4, 8, 6]] Level: 6 F-value:(14, 8)
State: [[1, 2, 5], [3, 7, 6], [4, 8, 9]] Level: 7 F-value:(12, 5)
State: [[1, 2, 5], [7, 3, 6], [4, 8, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [4, 3, 6], [7, 8, 9]] Level: 9 F-value:(12, 3)
State: [[1, 2, 5], [4, 6, 3], [7, 8, 9]] Level: 10 F-value:(14, 4)
State: [[1, 2, 3], [4, 6, 5], [7, 8, 9]] Level: 11 F-value:(12, 1)
State: [[1, 2, 3], [4, 5, 6], [7, 8, 9]] Level: 12 F-value:(12, 0)
Time taken: 4.528998374938965
