Search Path:
State: [[5, 2, 9], [3, 1, 7], [4, 6, 8]] Level: 0 F-value:(14, 14)
State: [[1, 2, 6], [3, 5, 7], [4, 9, 8]] Level: 8 F-value:(14, 6)
State: [[1, 2, 7], [4, 5, 8], [3, 6, 9]] Level: 6 F-value:(14, 8)
State: [[1, 2, 8], [3, 5, 7], [4, 6, 9]] Level: 6 F-value:(14, 8)
State: [[1, 2, 7], [3, 5, 9], [4, 8, 6]] Level: 5 F-value:(14, 9)
State: [[1, 2, 7], [3, 5, 6], [4, 8, 9]] Level: 6 F-value:(12, 6)
State: [[1, 2, 6], [3, 5, 7], [4, 8, 9]] Level: 7 F-value:(12, 5)
State: [[1, 2, 6], [3, 5, 7], [4, 8, 9]] Level: 7 F-value:(12, 5)
State: [[1, 6, 2], [3, 5, 7], [4, 8, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 6], [4, 5, 7], [3, 8, 9]] Level: 8 F-value:(14, 6)
State: [[2, 1, 6], [3, 5, 7], [4, 8, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 6], [5, 3, 7], [4, 8, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 6], [4, 3, 7], [5, 8, 9]] Level: 9 F-value:(14, 5)
State: [[1, 2, 6], [3, 4, 7], [5, 8, 9]] Level: 10 F-value:(14, 4)
State: [[1, 2, 6], [3, 5, 7], [8, 4, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 6], [3, 4, 7], [8, 5, 9]] Level: 9 F-value:(14, 5)
State: [[1, 2, 6], [3, 7, 5], [4, 8, 9]] Level: 8 F-value:(14, 6)
State: [[1, 7, 2], [3, 5, 6], [4, 8, 9]] Level: 7 F-value:(14, 7)
State: [[1, 5, 2], [3, 7, 6], [4, 8, 9]] Level: 8 F-value:(14, 6)
State: [[2, 1, 7], [3, 5, 6], [4, 8, 9]] Level: 7 F-value:(14, 7)
State: [[1, 2, 7], [4, 5, 6], [3, 8, 9]] Level: 7 F-value:(14, 7)
State: [[1, 2, 7], [3, 5, 6], [8, 4, 9]] Level: 7 F-value:(14, 7)
State: [[1, 2, 7], [3, 4, 6], [8, 5, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 7], [3, 4, 6], [5, 8, 9]] Level: 9 F-value:(14, 5)
State: [[1, 2, 7], [5, 3, 6], [4, 8, 9]] Level: 7 F-value:(14, 7)
State: [[1, 2, 7], [4, 3, 6], [5, 8, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 7], [4, 5, 9], [3, 6, 8]] Level: 5 F-value:(14, 9)
State: [[1, 2, 7], [3, 5, 9], [6, 4, 8]] Level: 5 F-value:(14, 9)
State: [[1, 2, 7], [3, 4, 9], [6, 5, 8]] Level: 6 F-value:(14, 8)
State: [[1, 2, 7], [3, 4, 9], [5, 6, 8]] Level: 7 F-value:(14, 7)
State: [[2, 1, 7], [3, 5, 9], [4, 6, 8]] Level: 5 F-value:(14, 9)
State: [[1, 2, 7], [3, 9, 5], [4, 6, 8]] Level: 5 F-value:(14, 9)
State: [[1, 2, 7], [3, 6, 5], [4, 9, 8]] Level: 6 F-value:(14, 8)
State: [[1, 2, 5], [3, 6, 7], [4, 9, 8]] Level: 7 F-value:(12, 5)
State: [[1, 2, 5], [3, 6, 7], [4, 9, 8]] Level: 7 F-value:(12, 5)
State: [[1, 2, 5], [3, 6, 7], [9, 4, 8]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [3, 4, 7], [9, 6, 8]] Level: 9 F-value:(14, 5)
State: [[1, 2, 5], [3, 4, 7], [6, 9, 8]] Level: 10 F-value:(14, 4)
State: [[1, 2, 5], [3, 7, 6], [4, 9, 8]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [4, 6, 7], [3, 9, 8]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [3, 6, 8], [4, 9, 7]] Level: 8 F-value:(14, 6)
State: [[2, 1, 5], [3, 6, 7], [4, 9, 8]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [6, 3, 7], [4, 9, 8]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [4, 3, 7], [6, 9, 8]] Level: 9 F-value:(14, 5)
State: [[1, 5, 2], [3, 6, 7], [4, 9, 8]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [3, 9, 7], [4, 6, 8]] Level: 6 F-value:(14, 8)
State: [[1, 2, 5], [3, 6, 7], [4, 9, 8]] Level: 7 F-value:(12, 5)
State: [[1, 2, 5], [3, 7, 9], [4, 6, 8]] Level: 7 F-value:(14, 7)
State: [[1, 2, 5], [3, 6, 9], [4, 7, 8]] Level: 8 F-value:(14, 6)
State: [[1, 7, 2], [3, 5, 9], [4, 6, 8]] Level: 5 F-value:(14, 9)
State: [[1, 5, 2], [3, 7, 9], [4, 6, 8]] Level: 6 F-value:(14, 8)
State: [[1, 5, 2], [3, 6, 9], [4, 7, 8]] Level: 7 F-value:(14, 7)
State: [[1, 2, 7], [5, 3, 9], [4, 6, 8]] Level: 5 F-value:(14, 9)
State: [[1, 2, 7], [4, 3, 9], [5, 6, 8]] Level: 6 F-value:(14, 8)
State: [[1, 2, 7], [3, 6, 9], [4, 5, 8]] Level: 5 F-value:(14, 9)
State: [[1, 2, 9], [3, 5, 8], [4, 6, 7]] Level: 4 F-value:(14, 10)
State: [[1, 2, 8], [3, 5, 9], [4, 6, 7]] Level: 5 F-value:(14, 9)
State: [[1, 9, 2], [3, 5, 7], [4, 6, 8]] Level: 4 F-value:(14, 10)
State: [[1, 5, 2], [3, 9, 7], [4, 6, 8]] Level: 5 F-value:(14, 9)
State: [[1, 5, 2], [3, 6, 7], [4, 9, 8]] Level: 6 F-value:(12, 6)
State: [[1, 2, 5], [3, 6, 7], [4, 9, 8]] Level: 7 F-value:(12, 5)
State: [[1, 2, 5], [3, 6, 7], [4, 9, 8]] Level: 7 F-value:(12, 5)
State: [[1, 5, 2], [3, 6, 7], [4, 8, 9]] Level: 7 F-value:(12, 5)
State: [[1, 5, 2], [3, 6, 7], [8, 4, 9]] Level: 8 F-value:(14, 6)
State: [[1, 5, 2], [3, 4, 7], [8, 6, 9]] Level: 9 F-value:(14, 5)
State: [[1, 5, 2], [3, 4, 7], [6, 8, 9]] Level: 10 F-value:(14, 4)
State: [[1, 4, 2], [3, 5, 7], [6, 8, 9]] Level: 11 F-value:(14, 3)
State: [[1, 2, 4], [3, 5, 7], [6, 8, 9]] Level: 12 F-value:(14, 2)
State: [[1, 4, 2], [3, 5, 7], [8, 6, 9]] Level: 10 F-value:(14, 4)
State: [[1, 2, 4], [3, 5, 7], [8, 6, 9]] Level: 11 F-value:(14, 3)
State: [[1, 5, 2], [4, 6, 7], [3, 8, 9]] Level: 8 F-value:(14, 6)
State: [[1, 5, 2], [6, 3, 7], [4, 8, 9]] Level: 8 F-value:(14, 6)
State: [[1, 5, 2], [4, 3, 7], [6, 8, 9]] Level: 9 F-value:(14, 5)
State: [[1, 3, 2], [4, 5, 7], [6, 8, 9]] Level: 10 F-value:(12, 2)
State: [[1, 2, 3], [4, 5, 7], [6, 8, 9]] Level: 11 F-value:(12, 1)
State: [[2, 1, 3], [4, 5, 7], [6, 8, 9]] Level: 12 F-value:(14, 2)
State: [[1, 2, 3], [5, 4, 7], [6, 8, 9]] Level: 12 F-value:(14, 2)
State: [[1, 2, 3], [4, 7, 5], [6, 8, 9]] Level: 12 F-value:(14, 2)
State: [[1, 2, 3], [4, 5, 7], [8, 6, 9]] Level: 12 F-value:(14, 2)
State: [[1, 2, 3], [4, 5, 7], [6, 9, 8]] Level: 12 F-value:(14, 2)
State: [[3, 1, 2], [4, 5, 7], [6, 8, 9]] Level: 11 F-value:(14, 3)
State: [[1, 3, 2], [5, 4, 7], [6, 8, 9]] Level: 11 F-value:(14, 3)
State: [[1, 3, 2], [4, 7, 5], [6, 8, 9]] Level: 11 F-value:(14, 3)
State: [[1, 3, 2], [4, 5, 7], [8, 6, 9]] Level: 11 F-value:(14, 3)
State: [[1, 3, 2], [4, 5, 7], [6, 9, 8]] Level: 11 F-value:(14, 3)
State: [[1, 3, 2], [6, 5, 7], [4, 8, 9]] Level: 9 F-value:(14, 5)
State: [[1, 3, 2], [5, 6, 7], [4, 8, 9]] Level: 10 F-value:(14, 4)
State: [[1, 2, 3], [5, 6, 7], [4, 8, 9]] Level: 11 F-value:(14, 3)
State: [[1, 2, 3], [4, 6, 7], [5, 8, 9]] Level: 12 F-value:(14, 2)
State: [[1, 3, 2], [4, 6, 7], [5, 8, 9]] Level: 11 F-value:(14, 3)
State: [[1, 2, 3], [6, 5, 7], [4, 8, 9]] Level: 10 F-value:(14, 4)
State: [[5, 1, 2], [3, 6, 7], [4, 8, 9]] Level: 8 F-value:(14, 6)
State: [[3, 1, 2], [5, 6, 7], [4, 8, 9]] Level: 9 F-value:(14, 5)
State: [[3, 1, 2], [4, 6, 7], [5, 8, 9]] Level: 10 F-value:(14, 4)
State: [[1, 5, 2], [3, 7, 6], [4, 9, 8]] Level: 7 F-value:(14, 7)
State: [[1, 5, 2], [3, 6, 8], [4, 9, 7]] Level: 7 F-value:(14, 7)
State: [[1, 5, 2], [3, 6, 7], [9, 4, 8]] Level: 7 F-value:(14, 7)
State: [[1, 5, 2], [3, 4, 7], [9, 6, 8]] Level: 8 F-value:(14, 6)
State: [[1, 5, 2], [3, 4, 7], [6, 9, 8]] Level: 9 F-value:(14, 5)
State: [[1, 4, 2], [3, 5, 7], [6, 9, 8]] Level: 10 F-value:(14, 4)
State: [[1, 2, 4], [3, 5, 7], [6, 9, 8]] Level: 11 F-value:(14, 3)
State: [[1, 4, 2], [3, 5, 7], [9, 6, 8]] Level: 9 F-value:(14, 5)
State: [[1, 2, 4], [3, 5, 7], [9, 6, 8]] Level: 10 F-value:(14, 4)
State: [[1, 5, 2], [4, 6, 7], [3, 9, 8]] Level: 7 F-value:(14, 7)
State: [[5, 1, 2], [3, 6, 7], [4, 9, 8]] Level: 7 F-value:(14, 7)
State: [[3, 1, 2], [5, 6, 7], [4, 9, 8]] Level: 8 F-value:(14, 6)
State: [[3, 1, 2], [4, 6, 7], [5, 9, 8]] Level: 9 F-value:(14, 5)
State: [[1, 3, 2], [4, 6, 7], [5, 9, 8]] Level: 10 F-value:(14, 4)
State: [[1, 2, 3], [4, 6, 7], [5, 9, 8]] Level: 11 F-value:(14, 3)
State: [[1, 3, 2], [5, 6, 7], [4, 9, 8]] Level: 9 F-value:(14, 5)
State: [[1, 2, 3], [5, 6, 7], [4, 9, 8]] Level: 10 F-value:(14, 4)
State: [[1, 5, 2], [6, 3, 7], [4, 9, 8]] Level: 7 F-value:(14, 7)
State: [[1, 5, 2], [4, 3, 7], [6, 9, 8]] Level: 8 F-value:(14, 6)
State: [[1, 3, 2], [4, 5, 7], [6, 9, 8]] Level: 9 F-value:(12, 3)
State: [[1, 2, 3], [4, 5, 7], [6, 9, 8]] Level: 10 F-value:(12, 2)
State: [[1, 2, 3], [4, 5, 7], [6, 9, 8]] Level: 10 F-value:(12, 2)
State: [[1, 3, 2], [4, 5, 7], [6, 9, 8]] Level: 9 F-value:(12, 3)
State: [[1, 2, 3], [4, 5, 7], [6, 9, 8]] Level: 10 F-value:(12, 2)
State: [[1, 2, 3], [4, 5, 7], [6, 9, 8]] Level: 10 F-value:(12, 2)
State: [[1, 2, 3], [4, 5, 8], [6, 9, 7]] Level: 11 F-value:(14, 3)
State: [[1, 2, 3], [4, 5, 8], [6, 7, 9]] Level: 12 F-value:(14, 2)
State: [[2, 1, 3], [4, 5, 7], [6, 9, 8]] Level: 11 F-value:(14, 3)
State: [[1, 2, 3], [4, 7, 5], [6, 9, 8]] Level: 11 F-value:(14, 3)
State: [[1, 2, 3], [4, 5, 7], [9, 6, 8]] Level: 11 F-value:(14, 3)
State: [[1, 2, 3], [5, 4, 7], [6, 9, 8]] Level: 11 F-value:(14, 3)
State: [[1, 3, 2], [4, 5, 7], [9, 6, 8]] Level: 10 F-value:(14, 4)
State: [[1, 3, 2], [4, 5, 8], [6, 9, 7]] Level: 10 F-value:(14, 4)
State: [[1, 3, 2], [4, 5, 8], [6, 7, 9]] Level: 11 F-value:(14, 3)
State: [[3, 1, 2], [4, 5, 7], [6, 9, 8]] Level: 10 F-value:(14, 4)
State: [[1, 3, 2], [5, 4, 7], [6, 9, 8]] Level: 10 F-value:(14, 4)
State: [[1, 3, 2], [4, 7, 5], [6, 9, 8]] Level: 10 F-value:(14, 4)
State: [[1, 3, 2], [6, 5, 7], [4, 9, 8]] Level: 8 F-value:(14, 6)
State: [[1, 3, 2], [4, 5, 7], [6, 9, 8]] Level: 9 F-value:(12, 3)
State: [[1, 2, 3], [4, 5, 7], [6, 9, 8]] Level: 10 F-value:(12, 2)
State: [[1, 2, 3], [4, 5, 7], [6, 9, 8]] Level: 10 F-value:(12, 2)
State: [[1, 3, 2], [4, 5, 7], [6, 9, 8]] Level: 9 F-value:(12, 3)
State: [[1, 2, 3], [4, 5, 7], [6, 9, 8]] Level: 10 F-value:(12, 2)
State: [[1, 2, 3], [4, 5, 7], [6, 9, 8]] Level: 10 F-value:(12, 2)
State: [[1, 2, 3], [6, 5, 7], [4, 9, 8]] Level: 9 F-value:(14, 5)
State: [[1, 2, 3], [4, 5, 7], [6, 9, 8]] Level: 10 F-value:(12, 2)
State: [[1, 2, 3], [4, 5, 7], [6, 9, 8]] Level: 10 F-value:(12, 2)
State: [[1, 6, 2], [3, 5, 7], [4, 9, 8]] Level: 7 F-value:(14, 7)
State: [[1, 2, 9], [5, 3, 7], [4, 6, 8]] Level: 4 F-value:(14, 10)
State: [[1, 2, 9], [4, 3, 7], [5, 6, 8]] Level: 5 F-value:(14, 9)
State: [[1, 2, 9], [3, 4, 7], [5, 6, 8]] Level: 6 F-value:(14, 8)
State: [[1, 2, 9], [3, 5, 7], [4, 8, 6]] Level: 4 F-value:(14, 10)
State: [[1, 2, 9], [3, 5, 6], [4, 8, 7]] Level: 5 F-value:(14, 9)
State: [[1, 2, 6], [3, 5, 9], [4, 8, 7]] Level: 6 F-value:(14, 8)
State: [[1, 2, 6], [3, 5, 7], [4, 8, 9]] Level: 7 F-value:(12, 5)
State: [[1, 2, 6], [3, 5, 9], [4, 7, 8]] Level: 7 F-value:(14, 7)
State: [[1, 2, 6], [3, 5, 8], [4, 7, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 9], [3, 5, 6], [4, 7, 8]] Level: 6 F-value:(14, 8)
State: [[1, 2, 9], [4, 5, 7], [3, 6, 8]] Level: 4 F-value:(14, 10)
State: [[1, 2, 9], [3, 7, 5], [4, 6, 8]] Level: 4 F-value:(14, 10)
State: [[1, 2, 5], [3, 7, 9], [4, 6, 8]] Level: 5 F-value:(12, 7)
State: [[1, 2, 5], [3, 6, 9], [4, 7, 8]] Level: 6 F-value:(12, 6)
State: [[1, 2, 5], [3, 6, 8], [4, 7, 9]] Level: 7 F-value:(12, 5)
State: [[1, 2, 5], [3, 6, 9], [4, 7, 8]] Level: 6 F-value:(12, 6)
State: [[1, 2, 5], [3, 6, 8], [4, 7, 9]] Level: 7 F-value:(12, 5)
State: [[1, 2, 5], [3, 7, 8], [4, 6, 9]] Level: 6 F-value:(12, 6)
State: [[1, 2, 5], [3, 6, 8], [4, 7, 9]] Level: 7 F-value:(12, 5)
State: [[1, 2, 5], [3, 6, 8], [4, 7, 9]] Level: 7 F-value:(12, 5)
State: [[1, 2, 5], [4, 6, 8], [3, 7, 9]] Level: 8 F-value:(14, 6)
State: [[2, 1, 5], [3, 6, 8], [4, 7, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [3, 6, 8], [7, 4, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [3, 4, 8], [7, 6, 9]] Level: 9 F-value:(14, 5)
State: [[1, 2, 5], [3, 4, 8], [6, 7, 9]] Level: 10 F-value:(14, 4)
State: [[1, 2, 5], [6, 3, 8], [4, 7, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [4, 3, 8], [6, 7, 9]] Level: 9 F-value:(14, 5)
State: [[1, 2, 5], [3, 8, 6], [4, 7, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [3, 9, 6], [4, 7, 8]] Level: 7 F-value:(14, 7)
State: [[1, 2, 5], [4, 7, 8], [3, 6, 9]] Level: 7 F-value:(14, 7)
State: [[2, 1, 5], [3, 7, 8], [4, 6, 9]] Level: 7 F-value:(14, 7)
State: [[1, 2, 5], [3, 6, 9], [4, 8, 7]] Level: 7 F-value:(14, 7)
State: [[1, 2, 5], [3, 7, 8], [6, 4, 9]] Level: 7 F-value:(14, 7)
State: [[1, 2, 5], [3, 4, 8], [6, 7, 9]] Level: 8 F-value:(12, 4)
State: [[1, 2, 5], [3, 4, 8], [6, 7, 9]] Level: 8 F-value:(12, 4)
State: [[1, 2, 5], [3, 4, 8], [6, 9, 7]] Level: 9 F-value:(14, 5)
State: [[1, 2, 5], [3, 4, 9], [6, 7, 8]] Level: 9 F-value:(14, 5)
State: [[1, 2, 5], [3, 8, 4], [6, 7, 9]] Level: 9 F-value:(14, 5)
State: [[1, 2, 5], [3, 7, 4], [6, 8, 9]] Level: 10 F-value:(14, 4)
State: [[1, 2, 4], [3, 7, 5], [6, 8, 9]] Level: 11 F-value:(14, 3)
State: [[1, 2, 4], [3, 8, 5], [6, 7, 9]] Level: 10 F-value:(14, 4)
State: [[1, 2, 4], [3, 5, 8], [6, 7, 9]] Level: 11 F-value:(14, 3)
State: [[1, 2, 8], [3, 4, 5], [6, 7, 9]] Level: 9 F-value:(14, 5)
State: [[2, 1, 5], [3, 4, 8], [6, 7, 9]] Level: 9 F-value:(14, 5)
State: [[1, 5, 2], [3, 4, 8], [6, 7, 9]] Level: 9 F-value:(14, 5)
State: [[1, 4, 2], [3, 5, 8], [6, 7, 9]] Level: 10 F-value:(14, 4)
State: [[1, 2, 5], [3, 7, 8], [4, 9, 6]] Level: 7 F-value:(14, 7)
State: [[1, 2, 5], [3, 6, 9], [7, 4, 8]] Level: 7 F-value:(14, 7)
State: [[1, 2, 5], [3, 4, 9], [7, 6, 8]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [4, 6, 9], [3, 7, 8]] Level: 7 F-value:(14, 7)
State: [[1, 2, 5], [6, 3, 9], [4, 7, 8]] Level: 7 F-value:(14, 7)
State: [[1, 2, 5], [4, 3, 9], [6, 7, 8]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [7, 3, 8], [4, 6, 9]] Level: 7 F-value:(14, 7)
State: [[1, 2, 5], [4, 3, 8], [7, 6, 9]] Level: 8 F-value:(14, 6)
State: [[2, 1, 5], [3, 6, 9], [4, 7, 8]] Level: 7 F-value:(14, 7)
State: [[1, 2, 5], [3, 7, 9], [4, 8, 6]] Level: 6 F-value:(14, 8)
State: [[1, 2, 5], [3, 7, 6], [4, 8, 9]] Level: 7 F-value:(12, 5)
State: [[1, 2, 5], [3, 7, 6], [8, 4, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [3, 4, 6], [8, 7, 9]] Level: 9 F-value:(12, 3)
State: [[1, 2, 5], [3, 4, 6], [7, 8, 9]] Level: 10 F-value:(12, 2)
State: [[2, 1, 5], [3, 4, 6], [7, 8, 9]] Level: 11 F-value:(14, 3)
State: [[1, 5, 2], [3, 4, 6], [7, 8, 9]] Level: 11 F-value:(14, 3)
State: [[1, 4, 2], [3, 5, 6], [7, 8, 9]] Level: 12 F-value:(14, 2)
State: [[1, 2, 4], [3, 5, 6], [7, 8, 9]] Level: 13 F-value:(14, 1)
State: [[1, 2, 5], [4, 3, 6], [7, 8, 9]] Level: 11 F-value:(14, 3)
State: [[1, 2, 5], [3, 6, 4], [7, 8, 9]] Level: 11 F-value:(14, 3)
State: [[1, 2, 4], [3, 6, 5], [7, 8, 9]] Level: 12 F-value:(14, 2)
State: [[1, 2, 5], [3, 4, 6], [7, 9, 8]] Level: 11 F-value:(14, 3)
State: [[1, 2, 6], [3, 4, 5], [7, 8, 9]] Level: 11 F-value:(14, 3)
State: [[1, 2, 5], [4, 3, 6], [8, 7, 9]] Level: 10 F-value:(14, 4)
State: [[1, 2, 5], [3, 6, 4], [8, 7, 9]] Level: 10 F-value:(14, 4)
State: [[1, 2, 4], [3, 6, 5], [8, 7, 9]] Level: 11 F-value:(14, 3)
State: [[1, 2, 4], [3, 5, 6], [8, 7, 9]] Level: 12 F-value:(14, 2)
State: [[1, 2, 6], [3, 4, 5], [8, 7, 9]] Level: 10 F-value:(14, 4)
State: [[1, 5, 2], [3, 4, 6], [8, 7, 9]] Level: 10 F-value:(14, 4)
State: [[1, 4, 2], [3, 5, 6], [8, 7, 9]] Level: 11 F-value:(14, 3)
State: [[1, 2, 5], [3, 4, 6], [8, 9, 7]] Level: 10 F-value:(14, 4)
State: [[2, 1, 5], [3, 4, 6], [8, 7, 9]] Level: 10 F-value:(14, 4)
State: [[1, 2, 5], [7, 3, 6], [4, 8, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [4, 3, 6], [7, 8, 9]] Level: 9 F-value:(12, 3)
State: [[1, 2, 5], [4, 3, 6], [7, 8, 9]] Level: 9 F-value:(12, 3)
State: [[1, 2, 5], [4, 3, 6], [7, 9, 8]] Level: 10 F-value:(14, 4)
State: [[1, 2, 6], [4, 3, 5], [7, 8, 9]] Level: 10 F-value:(14, 4)
State: [[1, 2, 5], [4, 6, 3], [7, 8, 9]] Level: 10 F-value:(14, 4)
State: [[1, 2, 3], [4, 6, 5], [7, 8, 9]] Level: 11 F-value:(12, 1)
State: [[1, 2, 3], [4, 5, 6], [7, 8, 9]] Level: 12 F-value:(12, 0)
Time taken: 4.528998374938965
