Search Path:
State: [[5, 2, 9], [3, 1, 7], [4, 6, 8]] Level: 0 F-value:(14, 14)
State: [[5, 1, 9], [3, 2, 7], [4, 6, 8]] Level: 1 F-value:(14, 13)
State: [[1, 5, 9], [3, 2, 7], [4, 6, 8]] Level: 2 F-value:(14, 12)
State: [[1, 2, 9], [3, 5, 7], [4, 6, 8]] Level: 3 F-value:(12, 9)
State: [[1, 2, 7], [3, 5, 9], [4, 6, 8]] Level: 4 F-value:(12, 8)
State: [[1, 2, 7], [3, 5, 8], [4, 6, 9]] Level: 5 F-value:(12, 7)
State: [[2, 1, 7], [3, 5, 8], [4, 6, 9]] Level: 6 F-value:(14, 8)
State: [[1, 7, 2], [3, 5, 8], [4, 6, 9]] Level: 6 F-value:(14, 8)
State: [[1, 5, 2], [3, 7, 8], [4, 6, 9]] Level: 7 F-value:(14, 7)
State: [[1, 2, 5], [3, 7, 8], [4, 6, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 5], [3, 6, 8], [4, 7, 9]] Level: 9 F-value:(14, 5)
State: [[1, 5, 2], [3, 6, 8], [4, 7, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 7], [3, 5, 8], [6, 4, 9]] Level: 6 F-value:(14, 8)
State: [[1, 2, 7], [3, 4, 8], [6, 5, 9]] Level: 7 F-value:(14, 7)
State: [[1, 2, 7], [3, 4, 8], [5, 6, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 7], [3, 6, 8], [4, 5, 9]] Level: 6 F-value:(14, 8)
State: [[1, 2, 7], [5, 3, 8], [4, 6, 9]] Level: 6 F-value:(14, 8)
State: [[1, 2, 7], [4, 3, 8], [5, 6, 9]] Level: 7 F-value:(14, 7)
State: [[1, 2, 7], [3, 8, 5], [4, 6, 9]] Level: 6 F-value:(14, 8)
State: [[1, 2, 5], [3, 8, 7], [4, 6, 9]] Level: 7 F-value:(14, 7)
State: [[1, 2, 5], [3, 6, 7], [4, 8, 9]] Level: 8 F-value:(12, 4)
State: [[2, 1, 5], [3, 6, 7], [4, 8, 9]] Level: 9 F-value:(14, 5)
State: [[1, 5, 2], [3, 6, 7], [4, 8, 9]] Level: 9 F-value:(14, 5)
State: [[1, 2, 5], [6, 3, 7], [4, 8, 9]] Level: 9 F-value:(14, 5)
State: [[1, 2, 5], [4, 3, 7], [6, 8, 9]] Level: 10 F-value:(14, 4)
State: [[1, 2, 5], [3, 4, 7], [6, 8, 9]] Level: 11 F-value:(14, 3)
State: [[1, 2, 5], [4, 6, 7], [3, 8, 9]] Level: 9 F-value:(14, 5)
State: [[1, 2, 5], [3, 6, 7], [8, 4, 9]] Level: 9 F-value:(14, 5)
State: [[1, 2, 5], [3, 4, 7], [8, 6, 9]] Level: 10 F-value:(14, 4)
State: [[1, 2, 5], [3, 6, 7], [4, 9, 8]] Level: 9 F-value:(14, 5)
State: [[1, 2, 5], [3, 7, 6], [4, 8, 9]] Level: 9 F-value:(14, 5)
State: [[1, 2, 7], [3, 6, 5], [4, 8, 9]] Level: 7 F-value:(14, 7)
State: [[1, 2, 7], [3, 5, 6], [4, 8, 9]] Level: 8 F-value:(14, 6)
State: [[1, 2, 6], [3, 5, 7], [4, 8, 9]] Level: 9 F-value:(14, 5)
State: [[1, 2, 7], [3, 5, 8], [4, 9, 6]] Level: 6 F-value:(14, 8)
State: [[1, 2, 7], [3, 5, 6], [4, 9, 8]] Level: 7 F-value:(14, 7)
