Search Path:
State: [[5, 6, 9], [7, 3, 8], [4, 2, 1]] Level: 0 F-value:(9, 9)
State: [[7, 6, 9], [5, 3, 8], [4, 2, 1]] Level: 1 F-value:(10, 9)
State: [[7, 6, 9], [3, 5, 8], [4, 2, 1]] Level: 2 F-value:(10, 8)
State: [[7, 6, 9], [4, 5, 8], [3, 2, 1]] Level: 3 F-value:(10, 7)
State: [[7, 6, 9], [4, 3, 8], [5, 2, 1]] Level: 2 F-value:(10, 8)
State: [[5, 3, 9], [7, 6, 8], [4, 2, 1]] Level: 1 F-value:(10, 9)
State: [[5, 3, 9], [7, 8, 6], [4, 2, 1]] Level: 2 F-value:(10, 8)
State: [[5, 9, 3], [7, 8, 6], [4, 2, 1]] Level: 3 F-value:(10, 7)
State: [[5, 9, 3], [7, 2, 6], [4, 8, 1]] Level: 4 F-value:(10, 6)
State: [[5, 3, 9], [7, 2, 6], [4, 8, 1]] Level: 3 F-value:(10, 7)
State: [[5, 9, 3], [7, 6, 8], [4, 2, 1]] Level: 2 F-value:(10, 8)
State: [[6, 5, 9], [7, 3, 8], [4, 2, 1]] Level: 1 F-value:(10, 9)
State: [[6, 3, 9], [7, 5, 8], [4, 2, 1]] Level: 2 F-value:(10, 8)
State: [[6, 9, 3], [7, 5, 8], [4, 2, 1]] Level: 3 F-value:(10, 7)
State: [[5, 9, 6], [7, 3, 8], [4, 2, 1]] Level: 1 F-value:(10, 9)
State: [[5, 9, 8], [7, 3, 6], [4, 2, 1]] Level: 2 F-value:(10, 8)
State: [[5, 2, 3], [1, 4, 6], [7, 8, 9]] Level: 8 F-value:(11, 3)
State: [[1, 2, 3], [5, 4, 6], [7, 8, 9]] Level: 9 F-value:(11, 2)
State: [[1, 2, 3], [4, 5, 6], [7, 8, 9]] Level: 10 F-value:(10, 0)
Time taken: 2.9220008850097656
