Solution Path:
State: [[8, 5, 1], [4, 7, 3], [2, 6, 9]] Level: 0 F-value:(7, 7)
State: [[8, 5, 3], [4, 7, 1], [2, 6, 9]] Level: 1 F-value:(7, 6)
State: [[8, 5, 3], [4, 6, 1], [2, 7, 9]] Level: 2 F-value:(8, 6)
State: [[8, 5, 3], [4, 1, 6], [2, 7, 9]] Level: 3 F-value:(8, 5)
State: [[8, 1, 3], [4, 5, 6], [2, 7, 9]] Level: 4 F-value:(8, 4)
State: [[1, 8, 3], [4, 5, 6], [2, 7, 9]] Level: 5 F-value:(8, 3)
State: [[1, 8, 3], [4, 5, 6], [7, 2, 9]] Level: 6 F-value:(8, 2)
State: [[1, 5, 3], [4, 8, 6], [7, 2, 9]] Level: 7 F-value:(10, 3)
State: [[1, 5, 3], [4, 2, 6], [7, 8, 9]] Level: 8 F-value:(10, 2)
State: [[1, 2, 3], [4, 5, 6], [7, 8, 9]] Level: 9 F-value:(9, 0)
Time taken: 2.4790003299713135
