Solution Path:
State: [[5, 2, 9], [3, 1, 7], [4, 6, 8]] Level: 0 F-value:(8, 8)
State: [[5, 2, 9], [3, 1, 7], [4, 8, 6]] Level: 1 F-value:(8, 7)
State: [[5, 2, 9], [1, 3, 7], [4, 8, 6]] Level: 2 F-value:(9, 7)
State: [[1, 2, 9], [5, 3, 7], [4, 8, 6]] Level: 3 F-value:(9, 6)
State: [[1, 2, 9], [5, 7, 3], [4, 8, 6]] Level: 4 F-value:(10, 6)
State: [[1, 2, 9], [7, 5, 3], [4, 8, 6]] Level: 5 F-value:(10, 5)
State: [[1, 2, 9], [4, 5, 3], [7, 8, 6]] Level: 6 F-value:(9, 3)
State: [[1, 2, 3], [4, 5, 9], [7, 8, 6]] Level: 7 F-value:(9, 2)
State: [[1, 2, 3], [4, 5, 6], [7, 8, 9]] Level: 8 F-value:(8, 0)
Time taken: 1.1239984035491943
