Search Path:
State: [[5, 2, 9], [3, 1, 7], [4, 6, 8]] Level: 0 F-value:(8, 8)
State: [[1, 2, 9], [5, 3, 7], [4, 6, 8]] Level: 2 F-value:(9, 7)
State: [[1, 2, 9], [4, 3, 7], [5, 6, 8]] Level: 3 F-value:(9, 6)
State: [[5, 2, 9], [3, 7, 1], [4, 6, 8]] Level: 1 F-value:(9, 8)
State: [[5, 2, 9], [3, 1, 7], [6, 4, 8]] Level: 1 F-value:(9, 8)
State: [[5, 2, 9], [3, 1, 7], [6, 8, 4]] Level: 2 F-value:(9, 7)
State: [[1, 2, 7], [4, 5, 9], [3, 8, 6]] Level: 6 F-value:(10, 4)
State: [[1, 2, 7], [4, 5, 9], [3, 6, 8]] Level: 5 F-value:(10, 5)
State: [[1, 2, 7], [4, 5, 8], [3, 6, 9]] Level: 6 F-value:(10, 4)
State: [[1, 2, 7], [4, 3, 9], [5, 8, 6]] Level: 5 F-value:(10, 5)
State: [[1, 2, 9], [4, 7, 3], [5, 8, 6]] Level: 5 F-value:(10, 5)
State: [[1, 2, 3], [4, 7, 9], [5, 8, 6]] Level: 6 F-value:(10, 4)
State: [[1, 2, 3], [4, 7, 6], [5, 8, 9]] Level: 7 F-value:(9, 2)
State: [[1, 2, 9], [4, 7, 6], [5, 8, 3]] Level: 6 F-value:(10, 4)
State: [[1, 2, 9], [4, 5, 7], [6, 3, 8]] Level: 5 F-value:(10, 5)
State: [[1, 2, 9], [4, 5, 7], [6, 8, 3]] Level: 6 F-value:(10, 4)
State: [[5, 1, 7], [4, 2, 6], [3, 8, 9]] Level: 5 F-value:(10, 5)
State: [[1, 5, 7], [4, 2, 6], [3, 8, 9]] Level: 6 F-value:(10, 4)
State: [[5, 2, 7], [4, 8, 6], [3, 1, 9]] Level: 5 F-value:(10, 5)
State: [[5, 2, 7], [4, 1, 6], [8, 3, 9]] Level: 5 F-value:(10, 5)
State: [[5, 2, 7], [4, 6, 1], [3, 8, 9]] Level: 5 F-value:(10, 5)
State: [[2, 5, 7], [4, 1, 6], [3, 8, 9]] Level: 5 F-value:(10, 5)
State: [[2, 1, 7], [4, 5, 6], [3, 8, 9]] Level: 6 F-value:(10, 4)
State: [[5, 2, 6], [4, 1, 7], [3, 8, 9]] Level: 5 F-value:(10, 5)
State: [[1, 2, 9], [4, 5, 8], [3, 6, 7]] Level: 5 F-value:(10, 5)
State: [[1, 2, 7], [3, 5, 9], [4, 8, 6]] Level: 5 F-value:(10, 5)
State: [[5, 7, 2], [4, 1, 6], [3, 8, 9]] Level: 5 F-value:(10, 5)
State: [[4, 2, 7], [5, 1, 6], [3, 8, 9]] Level: 5 F-value:(10, 5)
State: [[4, 2, 7], [1, 5, 6], [3, 8, 9]] Level: 6 F-value:(10, 4)
State: [[5, 2, 7], [1, 4, 6], [3, 8, 9]] Level: 5 F-value:(10, 5)
State: [[1, 2, 7], [5, 4, 6], [3, 8, 9]] Level: 6 F-value:(10, 4)
State: [[3, 2, 7], [4, 5, 9], [1, 8, 6]] Level: 5 F-value:(10, 5)
State: [[3, 2, 9], [4, 5, 8], [1, 6, 7]] Level: 4 F-value:(10, 6)
State: [[1, 2, 7], [3, 5, 9], [4, 6, 8]] Level: 4 F-value:(10, 6)
State: [[1, 2, 7], [3, 5, 8], [4, 6, 9]] Level: 5 F-value:(10, 5)
State: [[5, 2, 9], [4, 1, 6], [3, 7, 8]] Level: 4 F-value:(10, 6)
State: [[5, 2, 9], [4, 1, 6], [7, 3, 8]] Level: 5 F-value:(10, 5)
State: [[5, 2, 9], [4, 1, 6], [7, 8, 3]] Level: 6 F-value:(10, 4)
State: [[5, 2, 1], [4, 7, 9], [3, 8, 6]] Level: 4 F-value:(10, 6)
State: [[5, 2, 1], [4, 7, 6], [3, 8, 9]] Level: 5 F-value:(9, 4)
State: [[3, 2, 9], [4, 5, 7], [6, 1, 8]] Level: 4 F-value:(10, 6)
State: [[3, 2, 9], [4, 5, 7], [6, 8, 1]] Level: 5 F-value:(10, 5)
State: [[1, 2, 7], [5, 3, 9], [4, 8, 6]] Level: 4 F-value:(10, 6)
State: [[3, 2, 7], [4, 5, 9], [1, 6, 8]] Level: 4 F-value:(10, 6)
State: [[3, 2, 7], [4, 5, 8], [1, 6, 9]] Level: 5 F-value:(10, 5)
State: [[5, 2, 7], [4, 1, 8], [6, 3, 9]] Level: 4 F-value:(10, 6)
State: [[5, 2, 7], [4, 6, 8], [3, 1, 9]] Level: 4 F-value:(10, 6)
State: [[1, 2, 9], [5, 7, 3], [4, 8, 6]] Level: 4 F-value:(10, 6)
State: [[1, 2, 9], [5, 7, 6], [4, 8, 3]] Level: 5 F-value:(10, 5)
State: [[1, 2, 9], [7, 5, 6], [4, 8, 3]] Level: 6 F-value:(10, 4)
State: [[1, 2, 9], [4, 5, 6], [7, 8, 3]] Level: 7 F-value:(9, 2)
State: [[1, 2, 9], [7, 5, 3], [4, 8, 6]] Level: 5 F-value:(10, 5)
State: [[1, 2, 9], [4, 5, 3], [7, 8, 6]] Level: 6 F-value:(9, 3)
State: [[1, 2, 3], [4, 5, 9], [7, 8, 6]] Level: 7 F-value:(9, 2)
State: [[1, 2, 3], [4, 5, 6], [7, 8, 9]] Level: 8 F-value:(8, 0)
Time taken: 1.1239984035491943
