Search Path:
State: [[5, 2, 9], [3, 1, 7], [4, 6, 8]] Level: 0 F-value:(8, 8)
State: [[5, 2, 9], [4, 1, 7], [3, 6, 8]] Level: 1 F-value:(8, 7)
State: [[5, 2, 9], [4, 1, 7], [3, 8, 6]] Level: 2 F-value:(8, 6)
State: [[5, 2, 9], [4, 1, 6], [3, 8, 7]] Level: 3 F-value:(8, 5)
State: [[5, 2, 9], [3, 1, 7], [4, 8, 6]] Level: 1 F-value:(8, 7)
State: [[5, 2, 9], [3, 1, 6], [4, 8, 7]] Level: 2 F-value:(8, 6)
State: [[5, 2, 9], [4, 7, 1], [3, 8, 6]] Level: 3 F-value:(9, 6)
State: [[5, 2, 9], [4, 7, 6], [3, 8, 1]] Level: 4 F-value:(9, 5)
State: [[5, 2, 9], [1, 3, 6], [4, 8, 7]] Level: 3 F-value:(9, 6)
State: [[1, 2, 9], [5, 3, 6], [4, 8, 7]] Level: 4 F-value:(9, 5)
State: [[1, 2, 9], [3, 5, 6], [4, 8, 7]] Level: 5 F-value:(9, 4)
State: [[1, 2, 9], [4, 5, 6], [3, 8, 7]] Level: 6 F-value:(9, 3)
State: [[1, 2, 9], [4, 3, 6], [5, 8, 7]] Level: 5 F-value:(9, 4)
State: [[5, 2, 9], [4, 3, 6], [1, 8, 7]] Level: 4 F-value:(9, 5)
State: [[3, 2, 9], [5, 1, 6], [4, 8, 7]] Level: 3 F-value:(9, 6)
State: [[3, 2, 9], [1, 5, 6], [4, 8, 7]] Level: 4 F-value:(9, 5)
State: [[3, 2, 9], [4, 5, 6], [1, 8, 7]] Level: 5 F-value:(9, 4)
State: [[3, 2, 9], [4, 1, 6], [5, 8, 7]] Level: 4 F-value:(9, 5)
State: [[5, 2, 7], [4, 1, 9], [3, 8, 6]] Level: 3 F-value:(9, 6)
State: [[5, 2, 7], [4, 1, 6], [3, 8, 9]] Level: 4 F-value:(8, 4)
State: [[5, 2, 7], [3, 1, 9], [4, 8, 6]] Level: 2 F-value:(9, 7)
State: [[5, 2, 7], [3, 1, 6], [4, 8, 9]] Level: 3 F-value:(8, 5)
State: [[5, 2, 7], [1, 3, 6], [4, 8, 9]] Level: 4 F-value:(9, 5)
State: [[1, 2, 7], [5, 3, 6], [4, 8, 9]] Level: 5 F-value:(9, 4)
State: [[1, 2, 7], [3, 5, 6], [4, 8, 9]] Level: 6 F-value:(9, 3)
State: [[1, 2, 7], [4, 5, 6], [3, 8, 9]] Level: 7 F-value:(9, 2)
State: [[1, 2, 7], [4, 3, 6], [5, 8, 9]] Level: 6 F-value:(9, 3)
State: [[5, 2, 7], [4, 3, 6], [1, 8, 9]] Level: 5 F-value:(9, 4)
State: [[3, 2, 7], [5, 1, 6], [4, 8, 9]] Level: 4 F-value:(9, 5)
State: [[3, 2, 7], [1, 5, 6], [4, 8, 9]] Level: 5 F-value:(9, 4)
State: [[3, 2, 7], [4, 5, 6], [1, 8, 9]] Level: 6 F-value:(9, 3)
State: [[3, 2, 7], [4, 1, 6], [5, 8, 9]] Level: 5 F-value:(9, 4)
State: [[5, 2, 9], [4, 1, 7], [6, 3, 8]] Level: 2 F-value:(9, 7)
State: [[5, 2, 9], [4, 1, 7], [6, 8, 3]] Level: 3 F-value:(9, 6)
State: [[3, 2, 9], [5, 1, 7], [4, 8, 6]] Level: 2 F-value:(9, 7)
State: [[3, 2, 9], [4, 1, 7], [5, 8, 6]] Level: 3 F-value:(9, 6)
State: [[3, 2, 9], [1, 5, 7], [4, 8, 6]] Level: 3 F-value:(9, 6)
State: [[1, 2, 9], [3, 5, 7], [4, 8, 6]] Level: 4 F-value:(9, 5)
State: [[1, 2, 9], [4, 5, 7], [3, 8, 6]] Level: 5 F-value:(9, 4)
State: [[3, 2, 9], [4, 5, 7], [1, 8, 6]] Level: 4 F-value:(9, 5)
State: [[5, 2, 9], [4, 7, 1], [3, 6, 8]] Level: 2 F-value:(9, 7)
State: [[5, 2, 9], [4, 1, 8], [3, 6, 7]] Level: 2 F-value:(9, 7)
State: [[5, 2, 9], [4, 6, 7], [3, 1, 8]] Level: 2 F-value:(9, 7)
State: [[5, 2, 9], [4, 7, 6], [3, 1, 8]] Level: 3 F-value:(9, 6)
State: [[5, 2, 9], [4, 6, 7], [3, 8, 1]] Level: 3 F-value:(9, 6)
State: [[5, 2, 9], [3, 7, 1], [4, 8, 6]] Level: 2 F-value:(9, 7)
State: [[5, 2, 9], [3, 7, 6], [4, 8, 1]] Level: 3 F-value:(9, 6)
State: [[5, 2, 7], [4, 1, 9], [3, 6, 8]] Level: 2 F-value:(9, 7)
State: [[5, 2, 7], [4, 1, 8], [3, 6, 9]] Level: 3 F-value:(9, 6)
State: [[5, 2, 9], [1, 3, 7], [4, 8, 6]] Level: 2 F-value:(9, 7)
State: [[5, 2, 9], [4, 3, 7], [1, 8, 6]] Level: 3 F-value:(9, 6)
State: [[1, 2, 9], [5, 3, 7], [4, 8, 6]] Level: 3 F-value:(9, 6)
State: [[1, 2, 9], [4, 3, 7], [5, 8, 6]] Level: 4 F-value:(9, 5)
State: [[3, 2, 9], [5, 1, 7], [4, 6, 8]] Level: 1 F-value:(9, 8)
State: [[3, 2, 9], [4, 1, 7], [5, 6, 8]] Level: 2 F-value:(9, 7)
State: [[3, 2, 9], [1, 5, 7], [4, 6, 8]] Level: 2 F-value:(9, 7)
State: [[3, 2, 9], [4, 5, 7], [1, 6, 8]] Level: 3 F-value:(9, 6)
State: [[1, 2, 9], [3, 5, 7], [4, 6, 8]] Level: 3 F-value:(9, 6)
State: [[1, 2, 9], [4, 5, 7], [3, 6, 8]] Level: 4 F-value:(9, 5)
State: [[5, 2, 9], [3, 6, 7], [4, 1, 8]] Level: 1 F-value:(9, 8)
State: [[5, 2, 9], [3, 7, 6], [4, 1, 8]] Level: 2 F-value:(9, 7)
State: [[5, 2, 9], [3, 6, 7], [4, 8, 1]] Level: 2 F-value:(9, 7)
State: [[5, 2, 9], [3, 1, 8], [4, 6, 7]] Level: 1 F-value:(9, 8)
State: [[5, 2, 7], [3, 1, 9], [4, 6, 8]] Level: 1 F-value:(9, 8)
State: [[5, 2, 7], [3, 1, 8], [4, 6, 9]] Level: 2 F-value:(9, 7)
State: [[5, 2, 9], [1, 3, 7], [4, 6, 8]] Level: 1 F-value:(9, 8)
State: [[5, 2, 9], [4, 3, 7], [1, 6, 8]] Level: 2 F-value:(9, 7)
