Solution Path:
State: [[1, 10, 3, 15], [6, 2, 8, 14], [11, 16, 4, 5], [13, 7, 12, 9]] Level: 0 F-value:(17.0, 17.0)
State: [[1, 2, 3, 15], [6, 10, 8, 14], [11, 16, 4, 5], [13, 7, 12, 9]] Level: 1 F-value:(17.0, 16.0)
State: [[1, 2, 3, 15], [6, 10, 8, 14], [11, 16, 5, 4], [13, 7, 12, 9]] Level: 2 F-value:(17.0, 15.0)
State: [[1, 2, 3, 15], [6, 10, 8, 4], [11, 16, 5, 14], [13, 7, 12, 9]] Level: 3 F-value:(17.0, 14.0)
State: [[1, 2, 3, 4], [6, 10, 8, 15], [11, 16, 5, 14], [13, 7, 12, 9]] Level: 4 F-value:(17.0, 13.0)
State: [[1, 2, 3, 4], [6, 10, 8, 15], [11, 16, 5, 14], [13, 7, 9, 12]] Level: 5 F-value:(17.0, 12.0)
State: [[1, 2, 3, 4], [6, 10, 15, 8], [11, 16, 5, 14], [13, 7, 9, 12]] Level: 6 F-value:(17.0, 11.0)
State: [[1, 2, 3, 4], [6, 10, 5, 8], [11, 16, 15, 14], [13, 7, 9, 12]] Level: 7 F-value:(17.0, 10.0)
State: [[1, 2, 3, 4], [6, 10, 5, 8], [11, 16, 9, 14], [13, 7, 15, 12]] Level: 8 F-value:(17.0, 9.0)
State: [[1, 2, 3, 4], [6, 10, 5, 8], [11, 9, 16, 14], [13, 7, 15, 12]] Level: 9 F-value:(17.0, 8.0)
State: [[1, 2, 3, 4], [6, 10, 5, 8], [9, 11, 16, 14], [13, 7, 15, 12]] Level: 10 F-value:(17.0, 7.0)
State: [[1, 2, 3, 4], [6, 10, 5, 8], [9, 11, 14, 16], [13, 7, 15, 12]] Level: 11 F-value:(17.0, 6.0)
State: [[1, 2, 3, 4], [6, 10, 5, 8], [9, 14, 11, 16], [13, 7, 15, 12]] Level: 12 F-value:(17.0, 5.0)
State: [[1, 2, 3, 4], [6, 10, 5, 8], [9, 7, 11, 16], [13, 14, 15, 12]] Level: 13 F-value:(17.0, 4.0)
State: [[1, 2, 3, 4], [6, 7, 5, 8], [9, 10, 11, 16], [13, 14, 15, 12]] Level: 14 F-value:(17.0, 3.0)
State: [[1, 2, 3, 4], [6, 5, 7, 8], [9, 10, 11, 16], [13, 14, 15, 12]] Level: 15 F-value:(17.0, 2.0)
State: [[1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 11, 16], [13, 14, 15, 12]] Level: 16 F-value:(17.0, 1.0)
State: [[1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 11, 12], [13, 14, 15, 16]] Level: 17 F-value:(17.0, 0.0)
Time taken: 84.8809986114502
