Solution Path:
State: [[8, 2, 5], [7, 6, 1], [4, 9, 3]] Level: 0 F-value:(8, 8)
State: [[8, 2, 5], [4, 6, 1], [7, 9, 3]] Level: 1 F-value:(7, 6)
State: [[8, 2, 5], [4, 1, 6], [7, 9, 3]] Level: 2 F-value:(7, 5)
State: [[8, 2, 5], [4, 1, 6], [7, 3, 9]] Level: 3 F-value:(7, 4)
State: [[8, 1, 5], [4, 2, 6], [7, 3, 9]] Level: 4 F-value:(9, 5)
State: [[1, 8, 5], [4, 2, 6], [7, 3, 9]] Level: 5 F-value:(9, 4)
State: [[1, 2, 5], [4, 8, 6], [7, 3, 9]] Level: 6 F-value:(9, 3)
State: [[1, 2, 5], [4, 3, 6], [7, 8, 9]] Level: 7 F-value:(9, 2)
State: [[1, 2, 6], [4, 3, 5], [7, 8, 9]] Level: 8 F-value:(11, 3)
State: [[1, 2, 6], [4, 5, 3], [7, 8, 9]] Level: 9 F-value:(11, 2)
State: [[1, 2, 3], [4, 5, 6], [7, 8, 9]] Level: 10 F-value:(10, 0)
Time taken: 25.44599986076355
