Solution Path:
State: [[6, 5, 2], [8, 3, 9], [1, 7, 4]] Level: 0 F-value:(19, 19)
State: [[6, 5, 2], [1, 3, 9], [8, 7, 4]] Level: 1 F-value:(17, 16)
State: [[1, 5, 2], [6, 3, 9], [8, 7, 4]] Level: 2 F-value:(13, 11)
State: [[1, 5, 2], [6, 3, 4], [8, 7, 9]] Level: 3 F-value:(9, 6)
State: [[1, 5, 2], [6, 3, 4], [7, 8, 9]] Level: 4 F-value:(9, 5)
State: [[1, 3, 2], [6, 5, 4], [7, 8, 9]] Level: 5 F-value:(9, 4)
State: [[1, 2, 3], [6, 5, 4], [7, 8, 9]] Level: 6 F-value:(9, 3)
State: [[1, 2, 3], [6, 4, 5], [7, 8, 9]] Level: 7 F-value:(9, 2)
State: [[1, 2, 3], [4, 6, 5], [7, 8, 9]] Level: 8 F-value:(9, 1)
State: [[1, 2, 3], [4, 5, 6], [7, 8, 9]] Level: 9 F-value:(9, 0)
Time taken: 0.0839993953704834
