Solution Path:
State: [[9, 2, 8], [6, 5, 1], [7, 3, 4]] Level: 0 F-value:(24, 24)
State: [[9, 2, 1], [6, 5, 8], [7, 3, 4]] Level: 1 F-value:(20, 19)
State: [[9, 2, 1], [6, 5, 4], [7, 3, 8]] Level: 2 F-value:(18, 16)
State: [[9, 2, 1], [6, 3, 4], [7, 5, 8]] Level: 3 F-value:(16, 13)
State: [[9, 1, 2], [6, 3, 4], [7, 5, 8]] Level: 4 F-value:(16, 12)
State: [[1, 9, 2], [6, 3, 4], [7, 5, 8]] Level: 5 F-value:(16, 11)
State: [[1, 3, 2], [6, 9, 4], [7, 5, 8]] Level: 6 F-value:(14, 8)
State: [[1, 3, 2], [6, 5, 4], [7, 9, 8]] Level: 7 F-value:(12, 5)
State: [[1, 2, 3], [6, 5, 4], [7, 9, 8]] Level: 8 F-value:(12, 4)
State: [[1, 2, 3], [6, 4, 5], [7, 9, 8]] Level: 9 F-value:(12, 3)
State: [[1, 2, 3], [4, 6, 5], [7, 9, 8]] Level: 10 F-value:(12, 2)
State: [[1, 2, 3], [4, 5, 6], [7, 9, 8]] Level: 11 F-value:(12, 1)
State: [[1, 2, 3], [4, 5, 6], [7, 8, 9]] Level: 12 F-value:(12, 0)
Time taken: 0.025000333786010742
