Solution Path:
State: [[9, 2, 8], [6, 5, 1], [7, 3, 4]] Level: 0 F-value:(6, 6)
State: [[9, 2, 8], [6, 3, 1], [7, 5, 4]] Level: 1 F-value:(8, 7)
State: [[9, 2, 8], [6, 1, 3], [7, 5, 4]] Level: 2 F-value:(9, 7)
State: [[9, 2, 3], [6, 1, 8], [7, 5, 4]] Level: 3 F-value:(9, 6)
State: [[9, 2, 3], [1, 6, 8], [7, 5, 4]] Level: 4 F-value:(10, 6)
State: [[1, 2, 3], [9, 6, 8], [7, 5, 4]] Level: 5 F-value:(10, 5)
State: [[1, 2, 3], [9, 6, 4], [7, 5, 8]] Level: 6 F-value:(11, 5)
State: [[1, 2, 3], [9, 4, 6], [7, 5, 8]] Level: 7 F-value:(11, 4)
State: [[1, 2, 3], [4, 9, 6], [7, 5, 8]] Level: 8 F-value:(11, 3)
State: [[1, 2, 3], [4, 5, 6], [7, 9, 8]] Level: 9 F-value:(11, 2)
State: [[1, 2, 3], [4, 5, 6], [7, 8, 9]] Level: 10 F-value:(10, 0)
Time taken: 23.259000301361084
