Search Path:
State: [[9, 2, 8], [6, 5, 1], [7, 3, 4]] Level: 0 F-value:(6, 6)
State: [[9, 2, 1], [6, 5, 8], [7, 3, 4]] Level: 1 F-value:(7, 6)
State: [[9, 2, 8], [6, 5, 4], [7, 3, 1]] Level: 1 F-value:(7, 6)
State: [[6, 2, 8], [9, 5, 1], [7, 3, 4]] Level: 1 F-value:(7, 6)
State: [[9, 2, 8], [6, 5, 1], [7, 4, 3]] Level: 1 F-value:(7, 6)
State: [[9, 2, 4], [6, 5, 8], [7, 3, 1]] Level: 2 F-value:(8, 6)
State: [[6, 2, 8], [9, 5, 4], [7, 3, 1]] Level: 2 F-value:(8, 6)
State: [[6, 2, 1], [9, 5, 8], [7, 3, 4]] Level: 2 F-value:(8, 6)
State: [[9, 2, 8], [6, 5, 4], [7, 1, 3]] Level: 2 F-value:(8, 6)
State: [[9, 2, 8], [6, 5, 3], [7, 4, 1]] Level: 2 F-value:(8, 6)
State: [[9, 2, 3], [6, 5, 8], [7, 4, 1]] Level: 3 F-value:(8, 5)
State: [[9, 2, 1], [6, 5, 4], [7, 3, 8]] Level: 2 F-value:(8, 6)
State: [[9, 2, 1], [6, 5, 4], [7, 8, 3]] Level: 3 F-value:(8, 5)
State: [[6, 2, 8], [9, 5, 1], [7, 4, 3]] Level: 2 F-value:(8, 6)
State: [[9, 2, 1], [6, 5, 8], [7, 4, 3]] Level: 2 F-value:(8, 6)
State: [[9, 2, 8], [6, 3, 1], [7, 5, 4]] Level: 1 F-value:(8, 7)
State: [[9, 2, 8], [6, 1, 5], [7, 3, 4]] Level: 1 F-value:(8, 7)
State: [[2, 9, 8], [6, 5, 1], [7, 3, 4]] Level: 1 F-value:(8, 7)
State: [[9, 2, 8], [7, 5, 1], [6, 3, 4]] Level: 1 F-value:(8, 7)
State: [[9, 2, 8], [5, 6, 1], [7, 3, 4]] Level: 1 F-value:(8, 7)
State: [[9, 2, 8], [5, 1, 6], [7, 3, 4]] Level: 2 F-value:(8, 6)
State: [[9, 2, 8], [1, 5, 6], [7, 3, 4]] Level: 3 F-value:(8, 5)
State: [[1, 2, 8], [9, 5, 6], [7, 3, 4]] Level: 4 F-value:(8, 4)
State: [[9, 2, 8], [6, 5, 1], [3, 7, 4]] Level: 1 F-value:(8, 7)
State: [[9, 8, 2], [6, 5, 1], [7, 3, 4]] Level: 1 F-value:(8, 7)
State: [[1, 2, 8], [9, 5, 6], [7, 4, 3]] Level: 5 F-value:(9, 4)
State: [[9, 2, 1], [6, 5, 3], [7, 8, 4]] Level: 4 F-value:(9, 5)
State: [[9, 2, 3], [6, 5, 1], [7, 8, 4]] Level: 5 F-value:(9, 4)
State: [[6, 2, 1], [9, 5, 4], [7, 8, 3]] Level: 4 F-value:(9, 5)
State: [[9, 2, 4], [6, 5, 1], [7, 8, 3]] Level: 4 F-value:(9, 5)
State: [[6, 2, 3], [9, 5, 8], [7, 4, 1]] Level: 4 F-value:(9, 5)
State: [[9, 2, 8], [1, 5, 6], [7, 4, 3]] Level: 4 F-value:(9, 5)
State: [[9, 2, 3], [6, 5, 8], [7, 1, 4]] Level: 4 F-value:(9, 5)
State: [[9, 2, 3], [6, 5, 1], [7, 4, 8]] Level: 4 F-value:(9, 5)
State: [[6, 2, 4], [9, 5, 8], [7, 3, 1]] Level: 3 F-value:(9, 6)
