Search Path:
State: [[9, 8, 6], [5, 2, 3], [4, 1, 7]] Level: 0 F-value:(9, 9)
State: [[9, 8, 3], [5, 2, 6], [4, 1, 7]] Level: 1 F-value:(8, 7)
State: [[9, 2, 3], [5, 8, 6], [4, 1, 7]] Level: 2 F-value:(8, 6)
State: [[9, 2, 3], [5, 1, 6], [4, 8, 7]] Level: 3 F-value:(8, 5)
State: [[9, 2, 3], [1, 5, 6], [4, 8, 7]] Level: 4 F-value:(8, 4)
State: [[1, 2, 3], [9, 5, 6], [4, 8, 7]] Level: 5 F-value:(8, 3)
State: [[1, 2, 3], [4, 5, 6], [9, 8, 7]] Level: 6 F-value:(8, 2)
State: [[9, 2, 3], [4, 5, 6], [1, 8, 7]] Level: 5 F-value:(8, 3)
State: [[9, 2, 3], [4, 1, 6], [5, 8, 7]] Level: 4 F-value:(8, 4)
State: [[9, 2, 3], [8, 5, 6], [4, 1, 7]] Level: 3 F-value:(8, 5)
State: [[9, 2, 3], [4, 5, 6], [8, 1, 7]] Level: 4 F-value:(8, 4)
State: [[9, 2, 3], [4, 8, 6], [5, 1, 7]] Level: 3 F-value:(8, 5)
State: [[9, 8, 3], [4, 2, 6], [5, 1, 7]] Level: 2 F-value:(8, 6)
State: [[9, 8, 3], [2, 5, 6], [4, 1, 7]] Level: 2 F-value:(8, 6)
State: [[9, 8, 3], [4, 5, 6], [2, 1, 7]] Level: 3 F-value:(8, 5)
State: [[9, 2, 3], [4, 5, 6], [8, 7, 1]] Level: 5 F-value:(9, 4)
State: [[9, 2, 3], [4, 5, 6], [7, 8, 1]] Level: 6 F-value:(8, 2)
State: [[8, 2, 3], [9, 5, 6], [4, 1, 7]] Level: 4 F-value:(9, 5)
State: [[8, 2, 3], [4, 5, 6], [9, 1, 7]] Level: 5 F-value:(9, 4)
State: [[9, 2, 3], [4, 8, 6], [5, 7, 1]] Level: 4 F-value:(9, 5)
State: [[9, 2, 3], [4, 8, 6], [7, 5, 1]] Level: 5 F-value:(9, 4)
State: [[9, 2, 3], [4, 7, 6], [5, 8, 1]] Level: 5 F-value:(9, 4)
State: [[9, 2, 3], [8, 5, 6], [4, 7, 1]] Level: 4 F-value:(9, 5)
State: [[9, 2, 3], [8, 5, 6], [7, 4, 1]] Level: 5 F-value:(9, 4)
State: [[9, 2, 3], [8, 5, 6], [1, 4, 7]] Level: 4 F-value:(9, 5)
State: [[5, 2, 3], [9, 1, 6], [4, 8, 7]] Level: 4 F-value:(9, 5)
State: [[5, 2, 3], [4, 1, 6], [9, 8, 7]] Level: 5 F-value:(9, 4)
State: [[9, 2, 3], [4, 8, 6], [1, 5, 7]] Level: 4 F-value:(9, 5)
State: [[8, 9, 3], [4, 5, 6], [2, 1, 7]] Level: 4 F-value:(9, 5)
State: [[9, 8, 3], [4, 5, 6], [2, 7, 1]] Level: 4 F-value:(9, 5)
State: [[9, 8, 3], [4, 5, 6], [7, 2, 1]] Level: 5 F-value:(9, 4)
State: [[9, 8, 3], [4, 5, 6], [1, 2, 7]] Level: 4 F-value:(9, 5)
State: [[9, 8, 3], [2, 5, 6], [1, 4, 7]] Level: 3 F-value:(9, 6)
State: [[9, 8, 3], [4, 1, 6], [5, 2, 7]] Level: 3 F-value:(9, 6)
State: [[9, 8, 3], [2, 5, 6], [4, 7, 1]] Level: 3 F-value:(9, 6)
State: [[9, 8, 3], [2, 5, 6], [7, 4, 1]] Level: 4 F-value:(9, 5)
State: [[9, 8, 3], [4, 2, 6], [1, 5, 7]] Level: 3 F-value:(9, 6)
State: [[9, 8, 3], [4, 2, 6], [5, 7, 1]] Level: 3 F-value:(9, 6)
State: [[9, 8, 3], [4, 2, 6], [7, 5, 1]] Level: 4 F-value:(9, 5)
State: [[5, 2, 3], [9, 8, 6], [4, 1, 7]] Level: 3 F-value:(9, 6)
State: [[5, 2, 3], [4, 8, 6], [9, 1, 7]] Level: 4 F-value:(9, 5)
State: [[9, 2, 3], [5, 8, 6], [1, 4, 7]] Level: 3 F-value:(9, 6)
State: [[9, 2, 3], [5, 4, 6], [1, 8, 7]] Level: 4 F-value:(9, 5)
State: [[8, 9, 3], [2, 5, 6], [4, 1, 7]] Level: 3 F-value:(9, 6)
State: [[9, 2, 3], [5, 8, 6], [4, 7, 1]] Level: 3 F-value:(9, 6)
State: [[9, 2, 3], [5, 7, 6], [4, 8, 1]] Level: 4 F-value:(9, 5)
State: [[9, 2, 3], [7, 5, 6], [4, 8, 1]] Level: 5 F-value:(9, 4)
State: [[9, 2, 3], [5, 8, 6], [7, 4, 1]] Level: 4 F-value:(9, 5)
State: [[9, 2, 3], [5, 4, 6], [7, 8, 1]] Level: 5 F-value:(9, 4)
State: [[2, 8, 3], [9, 5, 6], [4, 1, 7]] Level: 3 F-value:(9, 6)
State: [[2, 8, 3], [4, 5, 6], [9, 1, 7]] Level: 4 F-value:(9, 5)
State: [[8, 9, 3], [4, 2, 6], [5, 1, 7]] Level: 3 F-value:(9, 6)
State: [[8, 2, 3], [4, 9, 6], [5, 1, 7]] Level: 4 F-value:(9, 5)
State: [[9, 8, 3], [5, 2, 6], [4, 7, 1]] Level: 2 F-value:(9, 7)
State: [[9, 8, 3], [5, 2, 6], [7, 4, 1]] Level: 3 F-value:(9, 6)
State: [[9, 8, 3], [5, 1, 6], [4, 2, 7]] Level: 2 F-value:(9, 7)
State: [[9, 8, 3], [1, 5, 6], [4, 2, 7]] Level: 3 F-value:(9, 6)
State: [[1, 8, 3], [9, 5, 6], [4, 2, 7]] Level: 4 F-value:(9, 5)
State: [[1, 8, 3], [4, 5, 6], [9, 2, 7]] Level: 5 F-value:(9, 4)
State: [[8, 9, 3], [5, 2, 6], [4, 1, 7]] Level: 2 F-value:(9, 7)
State: [[8, 2, 3], [5, 9, 6], [4, 1, 7]] Level: 3 F-value:(9, 6)
State: [[5, 8, 3], [9, 2, 6], [4, 1, 7]] Level: 2 F-value:(9, 7)
State: [[5, 8, 3], [4, 2, 6], [9, 1, 7]] Level: 3 F-value:(9, 6)
State: [[9, 8, 3], [5, 2, 6], [1, 4, 7]] Level: 2 F-value:(9, 7)
State: [[9, 8, 6], [2, 5, 3], [4, 1, 7]] Level: 1 F-value:(9, 8)
State: [[9, 8, 6], [4, 5, 3], [2, 1, 7]] Level: 2 F-value:(9, 7)
State: [[9, 2, 6], [5, 8, 3], [4, 1, 7]] Level: 1 F-value:(9, 8)
State: [[9, 2, 6], [8, 5, 3], [4, 1, 7]] Level: 2 F-value:(9, 7)
State: [[9, 2, 6], [4, 5, 3], [8, 1, 7]] Level: 3 F-value:(9, 6)
State: [[9, 2, 6], [4, 5, 3], [1, 8, 7]] Level: 4 F-value:(9, 5)
State: [[9, 2, 6], [4, 8, 3], [5, 1, 7]] Level: 2 F-value:(9, 7)
State: [[9, 2, 6], [4, 1, 3], [5, 8, 7]] Level: 3 F-value:(9, 6)
State: [[9, 2, 6], [5, 1, 3], [4, 8, 7]] Level: 2 F-value:(9, 7)
State: [[9, 2, 6], [1, 5, 3], [4, 8, 7]] Level: 3 F-value:(9, 6)
State: [[1, 2, 6], [9, 5, 3], [4, 8, 7]] Level: 4 F-value:(9, 5)
State: [[1, 2, 6], [4, 5, 3], [9, 8, 7]] Level: 5 F-value:(9, 4)
State: [[9, 8, 6], [4, 2, 3], [5, 1, 7]] Level: 1 F-value:(9, 8)
State: [[2, 9, 3], [4, 5, 6], [7, 8, 1]] Level: 7 F-value:(10, 3)
State: [[1, 2, 3], [4, 5, 6], [8, 9, 7]] Level: 7 F-value:(10, 3)
State: [[1, 2, 3], [4, 5, 6], [8, 7, 9]] Level: 8 F-value:(10, 2)
State: [[1, 2, 3], [4, 5, 6], [7, 8, 9]] Level: 9 F-value:(9, 0)
Time taken: 0.6799991130828857
